title,genre,description,rating,writer,illustrator,original_creator
마왕까지 한 걸음,판타지,이건 그냥 마을 사람 A랑 다를게 없잖아 나보다 강한 존재는 이 세계에 있을 수 없어세계관 최강자 자리를 위해 지상최강 마왕을 찾아 뭍으로 나온 바다의 왕 유리아그런데 거울을 보니 웬 어린아이가다리를 얻음과 동시에 그녀의 모든 힘이 사라져 버렸다그럼에도 여전히 세계최강 자리를 노리고 있는 그녀의 눈물겨운 여정이 시작된다,9.97,윤홍,윤홍,윤홍
마왕의 고백,판타지,천 년 전 마왕이 남긴 저주는 사람을 마술사로 만든다 마술사라는 정체를 숨긴 채 성기사가 되기를 꿈꾸는 라피스  어느 날 실수로 마왕 카라를 소환하고 마는데 마왕은 자신을 도와준다면 저주를 거두어 주겠다 하지만 잠깐 이 마왕의 고백이 심상치 않다 별을 쫓아 천 년 전 진실에 다가서는 라피스의 아카데미 성장드라마 판타지,9.96,탑승,탑승,탑승
마왕이 되는 중2야,판타지,15살 마왕자 명성준인간계 명성중학교에서 마왕이 되기 위한 험난한 성인식을 시작한다,9.93,38,38,38
마음의 숙제,감성,13년 전 사라진 나의 첫사랑흡혈귀가 되어 돌아왔다,9.98,고아라,고아라,고아라
마음의소리,개그,솔직 담백 최강의 개그 만화 마음의 소리날 가져요 엉엉,9.86,조석,조석,조석
마이너스의 손,판타지,만지면 모두 부서진다마이너스의 오른손을 가진 소년 이야기,9.96,김뎐,김뎐,김뎐
마주쳤다,드라마,기억해줘 우리가 마주쳤던 순간들 세상에 없던 나새끼 로맨스 액션툰 마주쳤다,9.83,하일권 X 네이버웹툰,하일권 X 네이버웹툰,하일권 X 네이버웹툰
마지막 지수,로맨스,소설가를 꿈꾸는 주인공 양지수어느날부터 지수라는 이름만 골라사귀기로 소문난 바람둥이 혜성이 접근해오기 시작한다이미 남자친구 도혁이 있는 지수는 혜성의 접근이 불쾌할 뿐이지만 한 가지 수상한 점이 자꾸만 호기심을 자극한다얘가 어떻게 내 연애사를 낱낱이 알고 있는거지,9.95,에리카 , 채나라,에리카 
마침내 사랑이에요 마왕님!,개그,마계를 통일하고 잠시 마왕성을 떠나 권태로운 일상을 보내던 마왕 엘리고르600살는 산책 중에 외모에 혹해 한 소년을 구한다연약하고 부드러운 얼굴 해사한 표정의 미소년 제레미엘그는 성기사요 나는 마왕한낱 인간에 흔들리는 이 감정은 역시 분노인가,9.97,밀크마스터,밀크마스터,밀크마스터
만 화 고,개그,다양한 그림체의 캐릭터들이 다니는 만화고존재감 제로인 내가 만화주인공이 될 수 있을까안경뽀짝 안경희와 친구들의 성장기,7.23,김8,김8,김8
만능잡캐,판타지,좀비들로 뒤덮여버린 세상 그런데 이 아포칼립스 해볼만 하겠는데전문가에게서 스킬을 전수받을 수 있습니다 멘탈케어 목조건축 천마신공 동물교감 기계공학 연주 등등 배울 게 너무 많아서 문제다 뭐든 다 잘하는 준비된 생존자의 질주가 시작된다,9.87,홍실 , 김대훈,키보드만세 
만렙돌파,판타지,알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉그 사이 현실에선 10년이 흘렀고 온 세상은 몬스터와 던전으로 가득차게 되었다 만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다,9.47,홍실 , 미노,성불예정 
만렙소녀 오오라,개그,돌아온 븟새와 오오라의 대모험 근데 이거 도대체 무슨 만화지,9.48,김규삼,김규삼,김규삼
만물의 영장,개그,바다에 빠져 실종된 후 무인도에서 7년 만에 살아 돌아온 우영장의 좌충우돌 문명 적응기그의 몸은 단단한 근육질로 변했고 온갖 동물과의 의사소통은 물론 특별한 능력까지 구사하며 사건사고가 끊이질 않는다과연 영장은 밀림보다 무섭다는 도시에서 살아남을 수 있을까,9.96,보민,보민,보민
만찢남녀,로맨스,10년도 더 된 순정만화의 주인공이 자신과 이름도 얼굴도 똑같다는 이야기를 듣게된 한선녀우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱 남욱이 만화를 찢고 나온 그 순간부터 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다,9.97,님니,님니,님니
만화사랑 캠페인,일상,윤인완곽재용 이준익형민우 최현우하일권 이말년이제석 최훈최희 등각계각층을 대표하는 전문가들과 최고의 만화가들의 만남,6.28,웹툰작가,웹툰작가,웹툰작가
말년용사,판타지,전역하기 3일 전 어이없는 사고로 죽어버린 말년 병장갑자기 이세계로 떠나라는 현실을 받아들이지 못하고 난리를 치다맨몸으로 이세계에 떨어지는 벌을 받게 된다말년 병장의 눈물겨운 밀리터리 생존 판타지,9.92,후딩 , 신마니,후딩 
말박왕,액션,이제부터 당신의 허리를 부러뜨릴겁니다겉보기엔 평범한 고등학생 한서아 그가 다니는 하사고등학교는 학생들의 서열을 정한다게임도 싸움도 아닌 말뚝박기로2020 지상최대공모전 1기 우수상 수상작,9.9,용사,용사,용사
말하는대로,드라마,꿈도 목표도 없이 하루하루를 살아가던 평범한 고등학교 3학년생 주현 어느 날부터 갑자기 그녀가 말하는 모든 것들이 실제로 이루어지게 된다특별한 능력을 가지게 되었지만 그만큼 말하는 것이 편하지만은 않은데 그녀의 평범하고 반복적이던 일상이 조금씩 뒤틀리기 시작한다,9.9,무브,무브,무브
맘마미안,드라마,아들보다 어려진 엄마다 큰 아들의 목숨을 건 엄마 뒷바라지,9.96,미티 , 구구,미티 
맛집남녀,개그,po블로거wer 맛집 남녀의 스마트한 요절복통 로맨스,7.46,츄플엣지,츄플엣지,츄플엣지
망나니 소교주로 환생했다,무협/사극,무림의 정쟁에 휘말려 독살당한 고금 제일의 기재 양자각분명 죽은 줄로 알았으나 정신을 차리게 되고 자신이 다른 사람의 몸에 들어와 있다는 것을 알게 된다알고 보니 자신이 있는 곳은 마교 익힌 무공은 천마신공이 몸의 주인은 여색을 탐하고 악귀보다 더한 짓을 하는 망나니 소교주왜 하필이면 마교에다 이 사람인가,9.84,재무 , 전마두 , 대은호
매지컬 고삼즈,판타지,수능이 코앞인데 사랑과 평화를 지키라고고3에 마법소녀가 된 한여름과 그녀를 둘러싼 이야기,9.96,seri , 비완,seri 
매지컬 급식:암살법사,판타지,온갖 빌런들로 가득한 현대사회 이 어지러운 세상에 정의를 실현하고자 신이 강림했다그의 정의를 실현 할 용사는 바로 마법소녀어쨌든 빌런을 퇴치하고자 마법소녀가 나타났다 성능 확실한 마법소녀의 빌런 퇴치기,9.92,웡웡이,웡웡이,웡웡이
매지컬 메디컬,드라마,날 구하러 온 마법 세계 힐러,9.88,지공,지공,지공
맥시멈퓨리,드라마,미국 샌프란시스코를 무대로 세계 최대의 Pride 축제일에 펼쳐지는 하드코어 액션 드라마 무자비한 복수가 불러온 참혹의 대서사시 거대한 스케일의 초대형 웹툰버스터잔인한 축제 2부,9.78,희나리,희나리,희나리
머니게임,스릴러,게임 일수 100일 총 상금 448억 적용 물가 1000배 당신은 얼마를 벌어 나갈수 있습니까,9.95,배진수,배진수,배진수
머리카락을 뽑으면,드라마,기억을 잃어버리는 여중생의 잃어버린 기억 찾기,9.92,이다몽,이다몽,이다몽
먹는 인생,일상,세상에는 먹고싶은 것들이 너무 많아 나의 맛있는 일기,9.96,홍끼,홍끼,홍끼
먹이,스릴러,불길한 것들이 현실로 넘어오기 시작했다 귀신을 보는 아이들과 그들이 겪는 악몽 같은 이야기들,9.98,외눈박이 , 박수봉,외눈박이 
먹지마세요,판타지,달콤한 복숭아 소년요괴와 귀신들에게 쫓기다,9.93,노도 , 비버,노도 
멍순이,감성,이곳 저곳 산 밖에 안보이는 샛골 마을그곳에서 일어나는 꽃님이와 멍순이의 흙냄새 풀냄새 나는 이야기,9.83,김달님,김달님,김달님
메리의 불타는 행복회로,드라마,음침한 여고생 유메리는 엄마의 절친이었던 천혜윤과 그의 아들 천사현과 함께 살고 있다외모 성적 사교성 모든 게 완벽한 그야말로 엄마 친구 아들인 사현사현과 결혼하여 진정한 가족이 되는 것을 꿈꾸는 메리는 과연 사현의 마음을 얻을 수 있을까,9.93,김지수,김지수,김지수
메모리얼,스릴러,평범한 일상을 보내고 있던 고등학생 민희는 예전부터 좋아하던 친구에게 고백을 계획한다그러나 고백 전날 그 애와 관련된 불길한 꿈을 꾸게 되고 현실에서 그 애와 관련된 모든 것이 사라지고 만다모든 것이 혼란스러운 민희는 그 애를 찾기 시작하는데,9.91,상C,상C,상C
메소드 연기법,스릴러,메소드 연기로 유명한 천재 배우 서시아새로운 드라마 방영을 앞둔 그녀의 주변에서 미심쩍은 살인사건이 연이어 일어난다그녀의 새로운 경호원 봉수는 살인사건과 그녀 사이에 연관성이 있다는 사실을 알아차리고 비밀을 파헤치기 위해 조금씩 사건을 파고들게 되는데완벽한 그녀의 연기력 과연 숨겨진 비밀은 무엇일까뱀이 앉은 자리 구독금지 김이연 작가의 스릴러 신작,9.95,김이연,김이연,김이연
메이크 업 드림 - Mak...,드라마,내 안의 또 다른 내가 궁금하세요 지금 드립니다 메이크 업 Dream네이버웹툰과 김계란 작가의특집 5부작 에피소드별 실전 메이크업 가이드를 만나보세요,7.17,김계란 X 네이버웹툰,김계란 X 네이버웹툰,김계란 X 네이버웹툰
메트로헌터,판타지,대한민국의 수도인 서울지하철역 곳곳에서 정체를 알 수 없는 몬스터들이 나타났다하지만 걱정하지 마라 이 위기에서 당신을 구원해 줄해결사들이 있으니까우리는 그들을 메트로 헌터라고 부른다,9.78,두엽 , 척준경,두엽 
멜로홀릭,스릴러,교수인형우월한하루의 팀겟네임그들의 시니컬 로맨스당신은 사랑에 중독되어 보셨습니까,9.93,팀겟네임,팀겟네임,팀겟네임
멜빈이 그들에게 남긴 것,로맨스,이건 당신을 지키고 복수를 돕기 위한 형식적인 혼인입니다네우스 성의 귀한 아가씨 셰릴어느 밤 숙부의 반란으로 오라비가 살해당하고 그녀 역시 죽임을 당할 위기에 처한다 모든 걸 포기한 마지막 순간 구원이 찾아왔다기어이 내 혼약자를 죽이고 싶다면 네우스 성은 전쟁을 각오해야 할 거다가짜 혼약을 앞세워 그녀를 구해준 블레어의 성주 펠릭스 오라버니의 친구로만 알고 있던 그와의 낯선 결혼생활이 시작된다,9.97,삼칠13 , 팀 해피게리 , 류희온
멸망 이후의 세계,판타지,전지적 독자 시점 싱숑 작가 원작이것은 모두가 과거로 돌아갈 때 마지막까지 회귀하지 않았던 한 사나이의 이야기다,9.92,S-Cynan , 언데드 감자 , 싱숑
멸망X초이스,판타지,수능 날의 간절한 마음이 통한 건지 정답을 알려주는 능력을 가지게 된 서준이 능력으로 즐거운 대학생활 창창한 앞날만 있다고 생각했는데 갑자기 나타난 멸망의 신 앙골모아가 모든 걸 엉망진창으로 만들기 시작한다지구 멸망만큼은 안돼 과연 서준은 지구와 자신의 안위를 지켜낼 수 있을 것인가,9.83,텐,텐,텐
멸망급 빌런들의 선생님,판타지,멸망급 빌런이 될 운명인 아이들을 헌터로 그것도 전설급 헌터로 만든다면 멸망을 막을 수 있지 않을까가만히 있으면 기다리는 것은 그저 처참한 멸망뿐인,5.25,이지 , 떡구이 , SANA
멸종위기종인간,판타지,거대한 혜성이 지구를 덮친 날모든 인간들의 소원이 이뤄지고 말았다오히려 재앙이 되어버린 이 세상에서  소원으로 능력은 얻은 이들은인류의 멸종을 맞선 영웅이 되기로 선택한다,8.96,사하라,사하라,사하라
모기전쟁,판타지,모기가 지구 최강의 포식자로 거듭난 후 100년 아직 인류의 희망은 사라지지 않았다,9.95,정지훈,정지훈,정지훈
모노마니아,드라마,사랑스러운 외모와 밝은 성격으로 인기가 많은 지우 하루가 멀다 하고 고백을 받지만 막상 연애를 시작하면 집착하는 습관 때문에 금방 차이고 만다 아무도 지우를 이해해 주지 않았지만 어느 날 나타난 편입생 이재만이 그녀의 이야기를 들어준다지우는 이재에게 점차 빠져들고 묘한 소유욕까지 느끼게 되는데이재의 진짜 관심사는 뭘까,9.89,구리,구리,구리
모던패밀리,개그,행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그들의 기상천외한 리얼 감성 코믹극,9.94,외눈박이 , 시현,외눈박이 
모던패밀리 2,개그,행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그 두번째 시즌,9.68,외눈박이 , 시현,외눈박이 
모두 너였다,로맨스,근 미래 생체공학박사이자 클론 테스터 유리는 남편의 외도로 하루하루를 고통 속에 살고 있다그러던 어느 날 한달 후 폐기될 운명의 최신형 연애클론 빅터를 테스트하기 시작한다 그녀는 어느샌가 빅터로부터 마음의 위안을 얻는 한편 남편이 자신에게 저지른 끔찍한 일들을 깨닫게 되는데,9.96,이순기 , 오정호 , 이재익
모두에게 완자가,일상,아무도 눈치보지 않고 사랑할 수 있는 그날이 오기를사랑하며 살아가는 그녀들의 일상이야기 모두에게 완자가,9.71,완자,완자,완자
